id|code|category|make|model|year|color|price|currency|update_date|create_date
688|24623-042|Medium|GMC|Savana 1500|2005|Yellow|254317|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
689|76173-1101|High|Chevrolet|Corvette|2006|Blue|246713|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
690|55154-9434|High|Dodge|Ram 1500|2004|Yellow|218875|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
691|10812-381|Medium|Toyota|Land Cruiser|2003|Goldenrod|251361|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
692|21695-007|Low|Ford|Club Wagon|1992|Yellow|259866|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
693|67345-0780|Medium|Lexus|LS|1999|Pink|243419|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
694|42354-7482|High|GMC|Yukon|2013|Maroon|229074|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
695|10096-0287|High|Mitsubishi|Diamante|1994|Goldenrod|309741|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
696|36987-2803|Medium|Ford|E250|2004|Turquoise|256171|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
697|67877-116|Medium|Nissan|Quest|1994|Purple|247464|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
698|0067-0149|High|Toyota|Tercel|1994|Blue|275327|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
699|58232-4033|High|GMC|Savana 3500|2007|Goldenrod|246812|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
700|64203-020|Low|Mercedes-Benz|E-Class|1989|Maroon|241342|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
701|10237-650|Medium|Aston Martin|V8 Vantage|2008|Pink|257091|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
702|54868-6250|High|Pontiac|Bonneville|1964|Red|254955|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
703|36987-2610|High|Pontiac|Sunfire|1997|Aquamarine|245710|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
704|50383-930|High|Ford|Escape|2011|Maroon|227842|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
705|42254-090|Medium|Pontiac|Sunfire|2000|Yellow|229545|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
706|65162-008|Low|Lincoln|MKZ|2009|Indigo|246455|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
707|55111-135|High|Cadillac|Escalade EXT|2005|Purple|211590|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
708|62856-750|Medium|Ford|Escape|2010|Red|251182|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
709|63629-4139|High|Shelby|GT500|1968|Teal|261711|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
710|49825-114|High|Toyota|Tacoma|1995|Purple|239601|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
711|53135-925|High|Chrysler|300|2006|Maroon|249083|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
712|51285-690|Medium|Nissan|300ZX|1993|Fuscia|242809|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
713|24488-004|Low|Audi|A4|2006|Khaki|270848|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
714|0641-6023|High|Audi|Q5|2012|Aquamarine|271869|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
715|11084-064|Low|GMC|Yukon XL 1500|2010|Violet|252606|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
716|49288-0163|High|Acura|TL|2009|Pink|249144|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
717|36987-2305|High|Volkswagen|Passat|1991|Fuscia|249873|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
718|0378-7002|Medium|Dodge|Spirit|1992|Yellow|250897|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
719|56062-711|Medium|Mercury|Grand Marquis|2003|Puce|222029|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
720|55319-512|Medium|Saturn|VUE|2004|Violet|245639|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
721|41190-056|High|Mitsubishi|Pajero|2006|Turquoise|265812|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
722|67172-494|Medium|Volkswagen|Cabriolet|1990|Indigo|231469|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
723|0049-3450|Low|Hyundai|Tucson|2012|Teal|253679|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
724|56062-302|Medium|BMW|3 Series|1998|Indigo|228510|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
725|0071-1017|High|Ford|Fusion|2006|Maroon|255341|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
726|17856-0082|Medium|GMC|Yukon|2013|Maroon|279188|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
727|54973-2911|Low|Chevrolet|Silverado 2500|2003|Aquamarine|218757|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
728|57520-0067|Low|Dodge|Caravan|1996|Purple|249728|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
729|15054-0530|Low|Acura|TL|2010|Aquamarine|278568|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
730|21695-328|Low|Subaru|Impreza|2010|Puce|251374|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
731|41163-258|Medium|Ford|Thunderbird|1996|Purple|241526|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
732|56062-724|Low|GMC|Savana 1500|1998|Violet|268575|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
733|51514-0304|High|Chevrolet|Tahoe|1996|Red|270523|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
734|64578-0073|Low|Cadillac|Fleetwood|1993|Violet|265825|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
735|0338-0431|High|Porsche|Cayenne|2004|Teal|256165|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
736|43269-788|Low|Morgan|Aero 8|2006|Mauv|256015|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
737|0574-0195|High|Pontiac|Torrent|2007|Aquamarine|245294|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
738|50845-0045|High|Lincoln|Town Car|1989|Mauv|198586|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
739|24338-300|High|Mazda|626|1986|Indigo|240632|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
740|52125-844|Medium|Chevrolet|Monza|1975|Indigo|241565|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
741|44946-1024|High|Chevrolet|Suburban 1500|1992|Green|247661|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
742|0409-1778|Low|Mazda|Tribute|2011|Indigo|234583|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
743|49035-128|Low|Oldsmobile|LSS|1999|Maroon|241568|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
744|67877-217|Low|Dodge|Ram 1500|1996|Violet|218750|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
745|28595-420|High|Isuzu|i-290|2008|Turquoise|245409|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
746|42884-365|High|Ford|Ranger|1985|Yellow|262967|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
747|50227-2116|Medium|GMC|Jimmy|1992|Violet|286301|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
748|65862-167|High|Audi|Q7|2007|Violet|260816|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
749|0054-0334|Low|Ford|Contour|1997|Khaki|243658|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
750|58443-0033|Low|Dodge|Intrepid|2000|Purple|255816|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
751|55289-048|Medium|Chevrolet|Suburban 2500|2004|Maroon|242366|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
752|14783-056|Medium|Buick|Terraza|2006|Yellow|267664|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
753|0703-4714|High|Toyota|T100|1996|Khaki|241001|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
754|55289-525|Low|Chevrolet|Monte Carlo|2006|Crimson|226413|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
755|49349-074|High|Volkswagen|GTI|1999|Indigo|258522|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
756|66302-105|Low|GMC|2500 Club Coupe|1993|Aquamarine|276449|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
757|37012-734|Medium|BMW|645|2005|Green|229994|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
758|65162-306|High|Geo|Prizm|1995|Purple|241070|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
759|58238-228|Medium|Shelby|GT500|1968|Violet|233710|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
760|63629-1740|High|Ford|E150|2007|Red|257018|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
761|0603-2483|Low|Chevrolet|APV|1993|Turquoise|291659|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
762|47682-198|Low|Jensen|Interceptor|1967|Yellow|302530|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
763|54868-6231|Low|Mitsubishi|GTO|1993|Orange|249082|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
764|0268-0892|Medium|Dodge|Dakota|2004|Goldenrod|242060|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
765|65044-3450|Low|GMC|2500 Club Coupe|1995|Blue|258578|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
766|45802-083|Medium|MINI|Clubman|2009|Blue|206709|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
767|55154-9440|High|Lincoln|Blackwood|2003|Goldenrod|239195|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
768|64760-300|Low|Hyundai|XG350|2004|Pink|231379|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
769|50017-024|High|Mitsubishi|Pajero|2003|Turquoise|212692|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
770|42681-0512|Low|Volkswagen|GTI|2008|Green|259151|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
771|0363-0547|High|GMC|Sonoma Club Coupe|1996|Pink|263408|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
772|49527-718|Low|Chevrolet|G-Series G10|1993|Orange|272610|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
773|54575-140|Low|Audi|riolet|1998|Green|238379|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
774|0904-5679|Low|Hyundai|Accent|1999|Fuscia|233727|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
775|35000-067|Medium|Audi|90|1990|Turquoise|269552|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
776|54569-3074|Low|Maybach|62|2003|Purple|246776|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
777|42507-013|Low|Mitsubishi|Eclipse|2005|Aquamarine|226597|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
778|0264-9872|High|Land Rover|Range Rover Sport|2006|Crimson|229040|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
779|55154-9436|Low|Hyundai|Accent|2003|Green|247499|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
780|49035-388|High|Dodge|Ram 3500 Club|1995|Fuscia|231256|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
781|58177-910|Low|Chrysler|Cirrus|2000|Yellow|265532|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
782|52125-279|High|Chevrolet|Blazer|1993|Teal|272177|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
783|0409-6476|High|Ford|Crown Victoria|2007|Purple|219355|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
784|0832-0611|High|Mercedes-Benz|G-Class|2004|Puce|258027|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
785|66336-056|Medium|Ford|Focus|2009|Purple|239571|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
786|49483-054|High|Dodge|Viper|1999|Orange|241083|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
787|49738-805|Medium|Ford|Taurus|1996|Goldenrod|230608|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
788|13811-598|Medium|Toyota|Highlander|2007|Yellow|267133|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
789|49035-247|High|Mercedes-Benz|300SE|1993|Fuscia|242615|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
790|49349-817|Medium|Jaguar|XK Series|2001|Fuscia|203432|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
791|58232-0645|Low|Ford|Thunderbird|2002|Khaki|269246|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
792|68788-9898|High|Honda|Odyssey|2001|Blue|285137|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
793|54575-299|Low|BMW|M3|1995|Khaki|275325|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
794|14783-208|Medium|GMC|Safari|1997|Teal|230341|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
795|68788-9190|Low|Dodge|Stratus|1995|Maroon|276159|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
796|44924-119|Low|Hyundai|Scoupe|1993|Yellow|265674|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
797|21695-710|High|BMW|X5|2005|Blue|254297|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
798|42508-163|Low|Volkswagen|New Beetle|2001|Crimson|249750|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
799|57520-0373|High|Ford|E-Series|1988|Crimson|227296|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
800|55910-368|Low|Mazda|Mazda6|2005|Yellow|242135|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
801|43742-0178|High|Mercedes-Benz|300CE|1992|Green|261101|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
802|54868-4878|High|Mazda|B-Series Plus|2000|Puce|263035|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
803|50383-933|High|Acura|NSX|1995|Green|261457|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
804|10742-8562|Medium|Porsche|Cayenne|2011|Turquoise|289118|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
805|0641-6056|Low|GMC|1500 Club Coupe|1992|Yellow|241771|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
806|49035-218|Medium|Buick|Terraza|2006|Orange|222675|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
807|64125-904|High|Ford|Torino|1970|Red|217733|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
808|0054-0283|Low|Lexus|IS|2004|Puce|228970|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
809|0054-0052|High|Lexus|RX|2004|Red|245839|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
810|11559-018|Low|Chevrolet|Malibu|2009|Orange|303195|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
811|35356-380|Medium|Volkswagen|Cabriolet|1995|Purple|206793|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
812|68382-228|Low|Ford|Edge|2012|Yellow|249199|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
813|10237-694|Medium|Ford|Tempo|1986|Orange|262236|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
814|54868-4534|High|Scion|xB|2008|Blue|265468|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
815|53150-386|High|Ford|F350|2010|Purple|274701|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
816|68084-270|High|Mercury|Mariner|2009|Fuscia|238638|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
817|62175-312|High|Ford|Tempo|1990|Violet|238308|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
818|51346-189|High|Ford|Explorer Sport Trac|2009|Aquamarine|210160|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
819|64159-6991|Low|Ford|F150|1993|Aquamarine|267229|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
820|0002-4771|Low|Hyundai|Scoupe|1994|Puce|251077|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
821|49349-975|High|Infiniti|G25|2012|Purple|213062|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
822|54973-1121|Medium|Ford|Ranger|1989|Pink|250284|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
823|54868-6031|High|Dodge|Ram 3500|1995|Khaki|230231|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
824|49288-0072|Low|Lincoln|Navigator|2007|Puce|255680|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
825|37205-605|High|Nissan|Pathfinder|1993|Crimson|230345|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
826|49349-853|Low|Land Rover|Defender 90|1995|Khaki|270728|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
827|0115-1030|High|Chevrolet|Corvette|2011|Khaki|261725|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
828|11822-0323|High|Dodge|Ram Van 1500|2003|Red|223616|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
829|58411-218|Medium|Dodge|Viper|1999|Mauv|238963|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
830|42023-148|Medium|Lexus|LX|2006|Red|263931|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
831|49643-346|Medium|Lincoln|Town Car|2005|Fuscia|254974|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
832|10671-013|Medium|Pontiac|Bonneville|1988|Red|260884|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
833|0904-6149|Medium|Acura|Integra|1992|Blue|256175|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
834|49963-813|Medium|Hyundai|Scoupe|1992|Goldenrod|276805|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
835|13734-034|Medium|Lincoln|Navigator|2004|Violet|255931|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
836|76237-241|Low|Mercedes-Benz|E-Class|2009|Green|231771|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
837|41616-485|Medium|Ford|Escort|1994|Maroon|235992|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
838|53217-070|Medium|Infiniti|G|1999|Green|221617|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
839|0268-0268|Medium|Audi|S8|2001|Turquoise|235214|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
840|55289-883|Low|Toyota|Camry|1993|Yellow|216067|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
841|43269-872|Low|GMC|Yukon|1997|Turquoise|258627|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
842|52343-032|High|GMC|Yukon|1993|Green|236821|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
843|35356-004|Medium|Mazda|B-Series|1989|Aquamarine|266519|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
844|50484-309|Medium|Toyota|Yaris|2006|Yellow|238606|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
845|36987-2444|Low|Mazda|B-Series|1996|Green|242524|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
846|0555-0097|Low|Toyota|Tundra|2006|Teal|265970|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
847|13107-142|High|Chevrolet|Suburban 2500|2003|Blue|244648|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
848|49348-443|Low|Mitsubishi|Mighty Max|1986|Puce|204199|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
849|31722-221|High|Volkswagen|Jetta|2000|Blue|261525|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
850|49035-026|Low|Jaguar|XF|2010|Goldenrod|220807|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
851|59779-121|Medium|Volkswagen|GTI|2002|Yellow|254125|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
852|52125-639|High|Lexus|GS|2000|Fuscia|249161|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
853|62011-0076|Medium|Chevrolet|Silverado 2500|2003|Indigo|248809|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
854|0245-0178|Medium|Bentley|Continental|2005|Goldenrod|268116|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
855|66689-036|Medium|Volkswagen|Eurovan|1993|Red|262489|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
856|0363-0248|High|Buick|Regal|2002|Puce|241111|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
857|41163-837|Low|Porsche|924|1988|Teal|206366|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
858|13537-558|Medium|Ford|Econoline E150|2002|Crimson|252004|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
859|13537-414|Low|Eagle|Vision|1993|Pink|261140|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
860|55154-6996|Medium|Lincoln|Town Car|2006|Khaki|214796|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
861|43353-840|High|Ford|Mustang|1988|Purple|238802|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
862|43857-0027|Medium|Land Rover|Range Rover|2007|Violet|284980|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
863|30142-809|Medium|Isuzu|Rodeo|1992|Indigo|246716|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
864|68788-9955|High|Mitsubishi|Mirage|1986|Aquamarine|264044|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
865|36987-1360|Medium|Ford|Mustang|1964|Aquamarine|242457|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
866|76261-250|High|Mazda|323|1995|Orange|226720|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
867|11673-318|Low|Volvo|V50|2010|Blue|256216|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
868|50436-1330|Medium|Volvo|S80|1999|Green|251918|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
869|0095-9090|Low|Suzuki|XL-7|2004|Fuscia|238750|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
870|0179-0137|High|Ford|E150|2003|Teal|269710|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
871|75909-140|Medium|Honda|del Sol|1996|Yellow|259839|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
872|51079-454|Low|Lincoln|MKZ|2010|Turquoise|257059|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
873|41250-090|Medium|Oldsmobile|Cutlass Supreme|1997|Indigo|280488|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
874|23155-502|High|Mercedes-Benz|600SEL|1992|Green|269967|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
875|42851-051|Low|Mercedes-Benz|G-Class|2011|Purple|245071|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
876|52268-147|High|Ferrari|599 GTB Fiorano|2009|Turquoise|281103|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
877|49349-077|Medium|Ford|F-Series|1993|Khaki|239202|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
878|51079-886|Medium|MINI|Cooper|2006|Orange|253165|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
879|68012-258|Low|GMC|Suburban 2500|1995|Mauv|249759|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
880|57955-0242|Medium|Hyundai|Elantra|1996|Goldenrod|238943|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
881|58118-7169|Medium|Isuzu|Hombre|1997|Fuscia|248305|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
882|51660-490|Low|Peugeot|207|2006|Orange|223675|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
883|0009-3475|High|Mitsubishi|Expo|1995|Green|261215|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
884|52019-001|High|Ford|Windstar|2003|Teal|277186|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
885|65044-3141|Low|Cadillac|CTS-V|2009|Yellow|260647|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
886|50950-001|Medium|Hyundai|Elantra|2000|Violet|263741|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
887|51346-158|High|BMW|8 Series|1995|Crimson|234167|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
888|43857-0038|Medium|Audi|Q7|2009|Maroon|251193|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
889|10565-073|Low|Dodge|Grand Caravan|1999|Pink|280989|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
890|51367-021|High|Suzuki|Grand Vitara|2003|Turquoise|277975|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
891|0091-4085|High|Dodge|Caliber|2008|Khaki|235426|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
892|61919-533|Low|Audi|S8|2008|Blue|226484|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
893|62856-251|Low|Mitsubishi|Starion|1984|Indigo|263678|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
894|0363-0161|Low|Buick|Century|1988|Pink|249344|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
895|54575-366|High|Kia|Soul|2010|Maroon|234236|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
896|59667-0011|Medium|Ford|Festiva|1992|Turquoise|239792|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
897|52389-160|Low|Lexus|LS|2007|Yellow|230106|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
898|59667-0093|Medium|Cadillac|Escalade EXT|2005|Khaki|260354|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
899|0093-5415|Low|GMC|Vandura G2500|1995|Khaki|242288|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
900|36987-1363|Low|Bentley|Azure|2010|Puce|273081|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
901|54569-1051|Low|Infiniti|M|2009|Red|230376|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
902|10144-604|High|Cadillac|DTS|2009|Maroon|251198|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
903|61995-0103|Low|Maserati|GranTurismo|2009|Teal|268369|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
904|10742-8233|High|Mazda|MX-5|1997|Violet|253305|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
905|68180-756|Low|Chevrolet|Suburban 1500|1994|Mauv|216282|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
906|68180-202|High|Mitsubishi|Endeavor|2005|Khaki|277566|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
907|68788-0435|Medium|Audi|S5|2011|Puce|246763|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
908|75921-208|Low|Hyundai|Tucson|2005|Fuscia|276178|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
909|0003-5194|High|Hyundai|HED-5|2012|Violet|245830|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
910|48951-8164|High|Audi|5000S|1985|Fuscia|249091|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
911|13537-371|High|Aston Martin|DBS|2012|Khaki|271967|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
912|62011-0157|Medium|Mitsubishi|Lancer|2011|Maroon|259085|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
913|49349-650|Medium|Toyota|Celica|1978|Maroon|225937|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
914|24338-853|High|Volkswagen|Eos|2012|Pink|244399|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
915|0268-1472|High|Acura|NSX|2005|Pink|245892|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
916|0143-9982|Low|Volvo|V70|2007|Blue|226318|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
917|42549-514|Low|Chevrolet|3500|1993|Green|237095|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
